claim_id,claim_date,claim_amount,claim_type,policy_id,description
6718,2024-03-12 13:00,1417,theft,1081,Minor collision on street
6719,2024-03-12 14:00,6253,flood,1660,Fire damage in kitchen
6720,2024-03-12 15:00,1998,fire,1720,Stolen bike reported
6721,2024-03-12 16:00,7904,liability,1853,Stolen bike reported
6722,2024-03-12 17:00,3463,flood,1488,Stolen bike reported
6723,2024-03-12 18:00,12825,fire,1277,Minor collision on street
6724,2024-03-12 19:00,3264,flood,1609,Water leak from roof
6725,2024-03-12 20:00,99,collision,1201,Stolen bike reported
6726,2024-03-12 21:00,1375,fire,1318,Minor collision on street
6727,2024-03-12 22:00,1055,liability,1299,Injury due to slippery floor
6728,2024-03-12 23:00,2517,collision,1355,Stolen bike reported
6729,2024-03-13 00:00,4738,fire,1152,Injury due to slippery floor
6730,2024-03-13 01:00,280,collision,1768,Minor collision on street
6731,2024-03-13 02:00,5795,flood,1048,Water leak from roof
6732,2024-03-13 03:00,2442,fire,1897,Electrical fire in bedroom
6733,2024-03-13 04:00,590,fire,1411,Injury due to slippery floor
6734,2024-03-13 05:00,1401,theft,1400,Electrical fire in bedroom
6735,2024-03-13 06:00,2792,flood,1802,Minor collision on street
6736,2024-03-13 07:00,4139,collision,1294,Stolen bike reported
6737,2024-03-13 08:00,2805,theft,1961,Basement flooded after storm
6738,2024-03-13 09:00,2450,flood,1138,Electrical fire in bedroom
6739,2024-03-13 10:00,227,fire,1228,Fire damage in kitchen
6740,2024-03-13 11:00,10130,theft,1446,Electrical fire in bedroom
6741,2024-03-13 12:00,4932,theft,1247,Injury due to slippery floor
6742,2024-03-13 13:00,920,collision,1669,Basement flooded after storm
6743,2024-03-13 14:00,15591,collision,1213,Injury due to slippery floor
6744,2024-03-13 15:00,2022,collision,1086,Electrical fire in bedroom
6745,2024-03-13 16:00,9054,flood,1470,Basement flooded after storm
6746,2024-03-13 17:00,2068,fire,1279,Electrical fire in bedroom
6747,2024-03-13 18:00,1460,fire,1381,Injury due to slippery floor
6748,2024-03-13 19:00,1778,collision,1763,Electrical fire in bedroom
6749,2024-03-13 20:00,1094,collision,1840,Electrical fire in bedroom
6750,2024-03-13 21:00,6331,liability,1787,Stolen bike reported
6751,2024-03-13 22:00,11917,theft,1678,Water leak from roof
6752,2024-03-13 23:00,25081,collision,1586,Car vandalism report
6753,2024-03-14 00:00,7130,fire,1827,Fire damage in kitchen
6754,2024-03-14 01:00,5780,flood,1039,Car vandalism report
6755,2024-03-14 02:00,1971,fire,1588,Basement flooded after storm
6756,2024-03-14 03:00,8268,theft,1015,Water leak from roof
6757,2024-03-14 04:00,10343,fire,1309,Stolen bike reported
6758,2024-03-14 05:00,1451,collision,1002,Injury due to slippery floor
6759,2024-03-14 06:00,9789,fire,1888,Injury due to slippery floor
6760,2024-03-14 07:00,3642,flood,1242,Water leak from roof
6761,2024-03-14 08:00,6131,fire,1229,Fire damage in kitchen
6762,2024-03-14 09:00,6707,theft,1697,Basement flooded after storm
6763,2024-03-14 10:00,14142,liability,1475,Fire damage in kitchen
6764,2024-03-14 11:00,25,liability,1293,Stolen bike reported
6765,2024-03-14 12:00,3061,theft,1955,Fire damage in kitchen
6766,2024-03-14 13:00,7120,theft,1044,Basement flooded after storm
6767,2024-03-14 14:00,9232,liability,1387,Basement flooded after storm
6768,2024-03-14 15:00,1302,fire,1075,Electrical fire in bedroom
6769,2024-03-14 16:00,18778,liability,1807,Electrical fire in bedroom
6770,2024-03-14 17:00,14011,fire,1298,Fire damage in kitchen
6771,2024-03-14 18:00,3260,collision,1502,Fire damage in kitchen
6772,2024-03-14 19:00,6495,fire,1980,Injury due to slippery floor
6773,2024-03-14 20:00,15398,flood,1622,Stolen bike reported
6774,2024-03-14 21:00,2224,flood,1558,Basement flooded after storm
6775,2024-03-14 22:00,2585,collision,1397,Basement flooded after storm
6776,2024-03-14 23:00,4079,collision,1046,Electrical fire in bedroom
6777,2024-03-15 00:00,1501,flood,1337,Electrical fire in bedroom
6778,2024-03-15 01:00,1045,flood,1056,Fire damage in kitchen
6779,2024-03-15 02:00,962,liability,1094,Injury due to slippery floor
6780,2024-03-15 03:00,2769,fire,1658,Water leak from roof
6781,2024-03-15 04:00,2536,collision,1265,Water leak from roof
6782,2024-03-15 05:00,3946,collision,1200,Electrical fire in bedroom
6783,2024-03-15 06:00,2192,collision,1946,Water leak from roof
6784,2024-03-15 07:00,1186,theft,1592,Stolen bike reported
6785,2024-03-15 08:00,15967,theft,1612,Car vandalism report
6786,2024-03-15 09:00,3757,theft,1938,Minor collision on street
6787,2024-03-15 10:00,8934,flood,1264,Minor collision on street
6788,2024-03-15 11:00,1130,collision,1269,Electrical fire in bedroom
6789,2024-03-15 12:00,1342,theft,1238,Minor collision on street
6790,2024-03-15 13:00,3385,fire,1197,Minor collision on street
6791,2024-03-15 14:00,17881,theft,1497,Car vandalism report
6792,2024-03-15 15:00,6371,theft,1648,Car vandalism report
6793,2024-03-15 16:00,3977,fire,1611,Fire damage in kitchen
6794,2024-03-15 17:00,9558,liability,1898,Basement flooded after storm
6795,2024-03-15 18:00,11050,fire,1286,Electrical fire in bedroom
6796,2024-03-15 19:00,5410,flood,1211,Electrical fire in bedroom
6797,2024-03-15 20:00,1593,liability,1292,Stolen bike reported
6798,2024-03-15 21:00,4537,theft,1691,Minor collision on street
6799,2024-03-15 22:00,9415,collision,1938,Car vandalism report
6800,2024-03-15 23:00,1612,liability,1970,Fire damage in kitchen
6801,2024-03-16 00:00,19930,theft,1548,Stolen bike reported
6802,2024-03-16 01:00,3247,collision,1785,Fire damage in kitchen
6803,2024-03-16 02:00,2373,theft,1655,Car vandalism report
6804,2024-03-16 03:00,26620,liability,1946,Car vandalism report
6805,2024-03-16 04:00,5233,collision,1587,Basement flooded after storm
6806,2024-03-16 05:00,11288,flood,1766,Water leak from roof
6807,2024-03-16 06:00,208,theft,1501,Water leak from roof
6808,2024-03-16 07:00,1411,theft,1372,Minor collision on street
6809,2024-03-16 08:00,1497,theft,1637,Basement flooded after storm
6810,2024-03-16 09:00,14331,theft,1967,Water leak from roof
6811,2024-03-16 10:00,169,collision,1389,Stolen bike reported
6812,2024-03-16 11:00,19338,flood,1727,Minor collision on street
6813,2024-03-16 12:00,2388,collision,1851,Car vandalism report
6814,2024-03-16 13:00,18997,collision,1771,Electrical fire in bedroom
6815,2024-03-16 14:00,878,collision,1621,Injury due to slippery floor
6816,2024-03-16 15:00,254,liability,1312,Car vandalism report
6817,2024-03-16 16:00,2497,theft,1413,Electrical fire in bedroom
6818,2024-03-16 17:00,15975,liability,1761,Basement flooded after storm
6819,2024-03-16 18:00,2317,fire,1719,Injury due to slippery floor
6820,2024-03-16 19:00,4207,liability,1552,Fire damage in kitchen
6821,2024-03-16 20:00,12909,fire,1131,Electrical fire in bedroom
6822,2024-03-16 21:00,852,theft,1645,Injury due to slippery floor
6823,2024-03-16 22:00,15053,theft,1745,Electrical fire in bedroom
6824,2024-03-16 23:00,1441,theft,1200,Electrical fire in bedroom
6825,2024-03-17 00:00,11179,flood,1812,Minor collision on street
6826,2024-03-17 01:00,405,flood,1632,Minor collision on street
6827,2024-03-17 02:00,544,liability,1436,Fire damage in kitchen
6828,2024-03-17 03:00,3587,fire,1025,Minor collision on street
6829,2024-03-17 04:00,2512,fire,1564,Minor collision on street
6830,2024-03-17 05:00,530,liability,1711,Electrical fire in bedroom
6831,2024-03-17 06:00,12591,fire,1427,Water leak from roof
6832,2024-03-17 07:00,3041,liability,1029,Basement flooded after storm
6833,2024-03-17 08:00,485,flood,1888,Stolen bike reported
6834,2024-03-17 09:00,592,theft,1652,Car vandalism report
6835,2024-03-17 10:00,2313,collision,1533,Fire damage in kitchen
6836,2024-03-17 11:00,17197,collision,1710,Fire damage in kitchen
6837,2024-03-17 12:00,2869,fire,1903,Injury due to slippery floor
6838,2024-03-17 13:00,3559,collision,1033,Fire damage in kitchen
6839,2024-03-17 14:00,7404,flood,1916,Electrical fire in bedroom
6840,2024-03-17 15:00,4193,fire,1294,Electrical fire in bedroom
6841,2024-03-17 16:00,6586,flood,1024,Basement flooded after storm
6842,2024-03-17 17:00,2176,fire,1820,Minor collision on street
6843,2024-03-17 18:00,959,liability,1427,Basement flooded after storm
6844,2024-03-17 19:00,1959,flood,1093,Water leak from roof
6845,2024-03-17 20:00,15333,collision,1183,Minor collision on street
6846,2024-03-17 21:00,14618,liability,1029,Basement flooded after storm
6847,2024-03-17 22:00,5637,fire,1554,Basement flooded after storm
6848,2024-03-17 23:00,7665,collision,1898,Injury due to slippery floor
6849,2024-03-18 00:00,993,collision,1454,Basement flooded after storm
6850,2024-03-18 01:00,18269,theft,1199,Injury due to slippery floor
6851,2024-03-18 02:00,8473,theft,1952,Injury due to slippery floor
6852,2024-03-18 03:00,933,flood,1882,Fire damage in kitchen
6853,2024-03-18 04:00,8007,liability,1114,Electrical fire in bedroom
6854,2024-03-18 05:00,2092,fire,1938,Injury due to slippery floor
6855,2024-03-18 06:00,14199,theft,1043,Fire damage in kitchen
6856,2024-03-18 07:00,23403,liability,1845,Minor collision on street
6857,2024-03-18 08:00,3036,fire,1740,Electrical fire in bedroom
6858,2024-03-18 09:00,7410,collision,1663,Stolen bike reported
6859,2024-03-18 10:00,3546,fire,1078,Water leak from roof
6860,2024-03-18 11:00,9187,collision,1990,Injury due to slippery floor
6861,2024-03-18 12:00,12823,theft,1056,Electrical fire in bedroom
6862,2024-03-18 13:00,5354,collision,1444,Fire damage in kitchen
6863,2024-03-18 14:00,49,theft,1003,Minor collision on street
6864,2024-03-18 15:00,9757,liability,1356,Car vandalism report
6865,2024-03-18 16:00,1424,flood,1635,Car vandalism report
6866,2024-03-18 17:00,5301,fire,1370,Electrical fire in bedroom
6867,2024-03-18 18:00,736,liability,1185,Injury due to slippery floor
6868,2024-03-18 19:00,1577,theft,1798,Injury due to slippery floor
6869,2024-03-18 20:00,13626,collision,1513,Car vandalism report
6870,2024-03-18 21:00,6602,theft,1091,Stolen bike reported
6871,2024-03-18 22:00,5122,liability,1920,Minor collision on street
6872,2024-03-18 23:00,5698,theft,1777,Stolen bike reported
6873,2024-03-19 00:00,13529,flood,1610,Basement flooded after storm
6874,2024-03-19 01:00,23189,fire,1817,Stolen bike reported
6875,2024-03-19 02:00,5404,fire,1740,Car vandalism report
6876,2024-03-19 03:00,130,theft,1192,Minor collision on street
6877,2024-03-19 04:00,3523,fire,1084,Injury due to slippery floor
6878,2024-03-19 05:00,11103,flood,1298,Electrical fire in bedroom
6879,2024-03-19 06:00,3740,liability,1445,Injury due to slippery floor
6880,2024-03-19 07:00,2409,liability,1103,Injury due to slippery floor
6881,2024-03-19 08:00,5959,liability,1900,Injury due to slippery floor
6882,2024-03-19 09:00,320,collision,1677,Electrical fire in bedroom
6883,2024-03-19 10:00,1540,liability,1198,Injury due to slippery floor
6884,2024-03-19 11:00,2013,theft,1001,Basement flooded after storm
6885,2024-03-19 12:00,1272,fire,1580,Electrical fire in bedroom
6886,2024-03-19 13:00,2687,theft,1529,Water leak from roof
6887,2024-03-19 14:00,5547,liability,1162,Water leak from roof
6888,2024-03-19 15:00,7727,liability,1858,Electrical fire in bedroom
6889,2024-03-19 16:00,3953,collision,1151,Stolen bike reported
6890,2024-03-19 17:00,1948,theft,1867,Injury due to slippery floor
6891,2024-03-19 18:00,321,flood,1944,Basement flooded after storm
6892,2024-03-19 19:00,759,collision,1564,Basement flooded after storm
6893,2024-03-19 20:00,6488,liability,1057,Fire damage in kitchen
6894,2024-03-19 21:00,9048,flood,1225,Water leak from roof
6895,2024-03-19 22:00,11,collision,1058,Stolen bike reported
6896,2024-03-19 23:00,4966,theft,1080,Electrical fire in bedroom
6897,2024-03-20 00:00,3479,theft,1570,Stolen bike reported
6898,2024-03-20 01:00,27759,flood,1406,Basement flooded after storm
6899,2024-03-20 02:00,1656,fire,1594,Fire damage in kitchen
6900,2024-03-20 03:00,2586,flood,1455,Basement flooded after storm
6901,2024-03-20 04:00,20700,flood,1326,Minor collision on street
6902,2024-03-20 05:00,6182,fire,1350,Car vandalism report
6903,2024-03-20 06:00,9651,collision,1298,Fire damage in kitchen
6904,2024-03-20 07:00,8066,liability,1346,Basement flooded after storm
6905,2024-03-20 08:00,2040,collision,1163,Stolen bike reported
6906,2024-03-20 09:00,5274,theft,1351,Stolen bike reported
6907,2024-03-20 10:00,6039,flood,1338,Car vandalism report
6908,2024-03-20 11:00,2131,fire,1063,Injury due to slippery floor
6909,2024-03-20 12:00,1904,fire,1806,Stolen bike reported
6910,2024-03-20 13:00,8383,theft,1189,Car vandalism report
6911,2024-03-20 14:00,4865,liability,1335,Water leak from roof
6912,2024-03-20 15:00,528,flood,1872,Minor collision on street
6913,2024-03-20 16:00,2941,theft,1705,Basement flooded after storm
6914,2024-03-20 17:00,1885,flood,1854,Basement flooded after storm
6915,2024-03-20 18:00,1710,collision,1856,Injury due to slippery floor
6916,2024-03-20 19:00,12772,fire,1363,Minor collision on street
6917,2024-03-20 20:00,1494,liability,1611,Injury due to slippery floor
6918,2024-03-20 21:00,5839,collision,1060,Car vandalism report
6919,2024-03-20 22:00,6163,liability,1519,Injury due to slippery floor
6920,2024-03-20 23:00,4916,flood,1539,Electrical fire in bedroom
6921,2024-03-21 00:00,8949,liability,1621,Injury due to slippery floor
6922,2024-03-21 01:00,1510,theft,1720,Minor collision on street
6923,2024-03-21 02:00,2421,fire,1230,Injury due to slippery floor
6924,2024-03-21 03:00,1969,collision,1943,Water leak from roof
6925,2024-03-21 04:00,3842,collision,1861,Fire damage in kitchen
6926,2024-03-21 05:00,16877,fire,1915,Minor collision on street
6927,2024-03-21 06:00,1108,theft,1996,Minor collision on street
6928,2024-03-21 07:00,431,flood,1461,Electrical fire in bedroom
6929,2024-03-21 08:00,21391,liability,1675,Stolen bike reported
6930,2024-03-21 09:00,216,theft,1915,Fire damage in kitchen
6931,2024-03-21 10:00,5574,flood,1669,Minor collision on street
6932,2024-03-21 11:00,365,theft,1027,Car vandalism report
6933,2024-03-21 12:00,4022,fire,1138,Car vandalism report
6934,2024-03-21 13:00,1223,fire,1450,Electrical fire in bedroom
6935,2024-03-21 14:00,6086,flood,1616,Water leak from roof
6936,2024-03-21 15:00,8053,theft,1209,Electrical fire in bedroom
6937,2024-03-21 16:00,357,fire,1458,Fire damage in kitchen
6938,2024-03-21 17:00,208,liability,1701,Minor collision on street
6939,2024-03-21 18:00,6206,fire,1054,Electrical fire in bedroom
6940,2024-03-21 19:00,12953,flood,1934,Injury due to slippery floor
6941,2024-03-21 20:00,11496,collision,1700,Fire damage in kitchen
6942,2024-03-21 21:00,15767,fire,1211,Stolen bike reported
6943,2024-03-21 22:00,3022,collision,1564,Basement flooded after storm
6944,2024-03-21 23:00,5588,collision,1348,Stolen bike reported
6945,2024-03-22 00:00,7579,theft,1069,Water leak from roof
6946,2024-03-22 01:00,1800,collision,1345,Stolen bike reported
6947,2024-03-22 02:00,5014,collision,1713,Stolen bike reported
6948,2024-03-22 03:00,6811,theft,1445,Basement flooded after storm
6949,2024-03-22 04:00,216,liability,1407,Car vandalism report
6950,2024-03-22 05:00,9115,theft,1309,Minor collision on street
6951,2024-03-22 06:00,3137,collision,1880,Stolen bike reported
6952,2024-03-22 07:00,415,flood,1498,Minor collision on street
6953,2024-03-22 08:00,7258,collision,1981,Electrical fire in bedroom
6954,2024-03-22 09:00,4252,flood,1450,Basement flooded after storm
6955,2024-03-22 10:00,5441,flood,1680,Fire damage in kitchen
6956,2024-03-22 11:00,5983,collision,1249,Water leak from roof
6957,2024-03-22 12:00,1036,flood,1353,Injury due to slippery floor
6958,2024-03-22 13:00,573,theft,1796,Car vandalism report
6959,2024-03-22 14:00,2855,flood,1235,Basement flooded after storm
6960,2024-03-22 15:00,5207,theft,1615,Car vandalism report
6961,2024-03-22 16:00,4182,flood,1585,Car vandalism report
6962,2024-03-22 17:00,930,fire,1394,Stolen bike reported
6963,2024-03-22 18:00,599,theft,1913,Injury due to slippery floor
6964,2024-03-22 19:00,1100,collision,1758,Electrical fire in bedroom
6965,2024-03-22 20:00,9088,flood,1531,Car vandalism report
6966,2024-03-22 21:00,3818,collision,1977,Electrical fire in bedroom
6967,2024-03-22 22:00,6485,collision,1100,Electrical fire in bedroom
6968,2024-03-22 23:00,11423,fire,1159,Injury due to slippery floor
6969,2024-03-23 00:00,26153,theft,1776,Car vandalism report
6970,2024-03-23 01:00,1974,flood,1628,Minor collision on street
6971,2024-03-23 02:00,3794,theft,1969,Stolen bike reported
6972,2024-03-23 03:00,19561,fire,1373,Injury due to slippery floor
6973,2024-03-23 04:00,244,fire,1989,Injury due to slippery floor
6974,2024-03-23 05:00,3454,fire,1938,Fire damage in kitchen
6975,2024-03-23 06:00,6405,theft,1568,Basement flooded after storm
6976,2024-03-23 07:00,126,flood,1040,Minor collision on street
6977,2024-03-23 08:00,12552,liability,1765,Water leak from roof
6978,2024-03-23 09:00,621,liability,1515,Electrical fire in bedroom
6979,2024-03-23 10:00,951,theft,1083,Stolen bike reported
6980,2024-03-23 11:00,4578,fire,1038,Basement flooded after storm
6981,2024-03-23 12:00,3199,collision,1099,Minor collision on street
6982,2024-03-23 13:00,11598,fire,1289,Fire damage in kitchen
6983,2024-03-23 14:00,364,liability,1128,Fire damage in kitchen
6984,2024-03-23 15:00,4486,flood,1618,Basement flooded after storm
6985,2024-03-23 16:00,3599,liability,1269,Minor collision on street
6986,2024-03-23 17:00,1189,collision,1269,Electrical fire in bedroom
6987,2024-03-23 18:00,810,flood,1758,Car vandalism report
6988,2024-03-23 19:00,10810,flood,1890,Water leak from roof
6989,2024-03-23 20:00,58,flood,1446,Minor collision on street
6990,2024-03-23 21:00,16635,theft,1377,Car vandalism report
6991,2024-03-23 22:00,219,theft,1053,Car vandalism report
6992,2024-03-23 23:00,2510,flood,1379,Stolen bike reported
6993,2024-03-24 00:00,3798,collision,1789,Stolen bike reported
6994,2024-03-24 01:00,8898,theft,1518,Injury due to slippery floor
6995,2024-03-24 02:00,9056,collision,1717,Injury due to slippery floor
6996,2024-03-24 03:00,1509,collision,1091,Water leak from roof
6997,2024-03-24 04:00,760,flood,1318,Car vandalism report
6998,2024-03-24 05:00,54,collision,1857,Minor collision on street
6999,2024-03-24 06:00,6886,liability,1290,Injury due to slippery floor
7000,2024-03-24 07:00,4245,collision,1240,Stolen bike reported
